"Position","Drug Name","Reference Type","Primary Reference","Secondary Reference","Drug Detail Link","Primary Reference Link","Secondary Reference Link"
384,"turmeric oleoresin","Other","Food Chemicals Codex, 11th edn. (USP, 2018)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=turmeric+oleoresin&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=3437&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
385,"turmeric rhizome","Other","British Pharmacop. 2015, Vol. 4 (2014)","European Pharmacop., 7th edn. (2012)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=turmeric+rhizome&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100003&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8875&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
386,"turmeric root","Other","EMA Com. Monog.: Curcuma longa, rhiz. (2008)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=turmeric+root&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100077&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
387,"turmeric root tuber","Other","Pharmacop. of China (2005)","Pharmacop. of China (2010)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=turmeric+root+tuber&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8374&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100001&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
388,"turmeric tuber","Other","Illus. Chinese Materia Medica (Wu, 2005)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=turmeric+tuber&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100170&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
389,"turmeric, whole or ground (powdered)","Other","ISO Catalogue (2009)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=turmeric%2C+whole+or+ground+%28powdered%29&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8396&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
390,"turmérico","Other","Med. Pl. of the World (Wyk & Wink, 2004)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=turm%C3%A9rico&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=7279&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
391,"turu","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=turu&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
392,"turukakkompu","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=turukakkompu&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
393,"ugandaturmeric","Other","Kew's Economic Botany Collection (RBG, Kew, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=ugandaturmeric&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100220&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
394,"ukon","Other","Duke's Ethnobot. DB: Ethnobot. (USDA, 1992-2016)","GRIN Report: World Economic Pl. (Wiersema & León, 1999)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=ukon&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100463&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=1180&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
395,"ul gum","Other","WHO Monog. Med. Pl. 1 (WHO, 1999)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=ul+gum&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=5806&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
396,"ulgeum","Other","GRIN Report: World Economic Pl. (Wiersema & León, 1999)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=ulgeum&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=1180&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
397,"uluttiram","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=uluttiram&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
398,"uma","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=uma&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
399,"urakya","Other","Pl. & People of Nepal (Manandhar, 2002)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=urakya&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=6667&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
400,"uroof-ul-asfar","Other","Unani Pharmacop. India (2007-2008)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=uroof-ul-asfar&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8390&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
401,"urukessabaghin","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=urukessabaghin&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
402,"urukessubr","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=urukessubr&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
403,"urukessufr","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=urukessufr&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
404,"vaccanir","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=vaccanir&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
405,"vaivaccutam","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=vaivaccutam&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
406,"vara","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=vara&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
407,"varangi","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=varangi&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
408,"varattumannal","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=varattumannal&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
409,"varavannini","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=varavannini&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
410,"varavarnini","Other","Indian Med. Pl. Database (TDU, 2020)","Indian Med. Pl. Dictionary (Khare, 2007)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=varavarnini&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100407&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
411,"varnadatri","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=varnadatri&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
412,"varnam","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=varnam&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
413,"varnavat","Other","Indian Med. Pl. Database (TDU, 2020)","Unani Pharmacop. India (2007-2008)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=varnavat&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8390&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
414,"varnavati","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=varnavati&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
415,"varnini","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=varnini&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
416,"varvarini","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=varvarini&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
417,"vilacini","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=vilacini&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
418,"visakinacam","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=visakinacam&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
419,"wong keong","Other","Kew's Economic Botany Collection (RBG, Kew, 2020)","WHO Monog. Med. Pl. 1 (WHO, 1999)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=wong+keong&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100220&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=5806&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
420,"wong keung","Other","Kew's Economic Botany Collection (RBG, Kew, 2020)","WHO Monog. Med. Pl. 1 (WHO, 1999)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=wong+keung&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100220&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=5806&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
421,"yamini","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=yamini&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
422,"yellow ginger","Other","Herbs of Commerce (McGuffin et al., 2000)","Kew's Economic Botany Collection (RBG, Kew, 2020)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=yellow+ginger&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=6369&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100220&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
423,"yellowroot","Other","WHO Monog. Med. Pl. 1 (WHO, 1999)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=yellowroot&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=5806&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
424,"yii-chin","Other","WHO Monog. Med. Pl. 1 (WHO, 1999)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=yii-chin&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=5806&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
425,"yoshitapriya","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=yoshitapriya&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
426,"yoshitapriyaa","Other","Indian Med. Pl. Dictionary (Khare, 2007)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=yoshitapriyaa&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100407&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
427,"yositpriya","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=yositpriya&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
428,"yu chin","Other","Duke's Ethnobot. DB: Ethnobot. (USDA, 1992-2016)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=yu+chin&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100463&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
429,"yu jin","Other","Herbs of Commerce (McGuffin et al., 2000)","Illus. Chinese Materia Medica (Wu, 2005)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=yu+jin&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=6369&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100170&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
430,"yujin","Other","Hong Kong Chinese Materia Med. Standards (2014)","Pharmacop. of China (2005)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=yujin&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8885&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8374&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
431,"yun ba","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=yun+ba&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
432,"yun-ba","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=yun-ba&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
433,"yung ba","Other","Materia Med. in Sowa Rigpa (Wangyal et al., 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=yung+ba&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100247&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
434,"yungs-ba","Other","Pl. & People of Nepal (Manandhar, 2002)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=yungs-ba&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=6667&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
435,"yuvati","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=yuvati&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
436,"zard chob","Other","Indian Med. Pl. Database (TDU, 2020)","Indian Med. Pl. Dictionary (Khare, 2007)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=zard+chob&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100407&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
437,"zard chubeh","Other","Med. Pl. in Markets of Mashhad, Iran (Amiri & Joharchi, 2013)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=zard+chubeh&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100447&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
438,"zard-chob","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=zard-chob&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
439,"zard-chobah","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=zard-chobah&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
440,"zard-choubeh","Other","Trad. Persian Med. Pl. Database (Rahimi et al., 2018)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=zard-choubeh&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100202&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
441,"zardchaub","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=zardchaub&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
442,"zardchob","Other","WHO Monog. Med. Pl. 1 (WHO, 1999)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=zardchob&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=5806&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
443,"zardchobah","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=zardchobah&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
444,"zardchubah","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=zardchubah&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
445,"zarsud","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=zarsud&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
446,"زردچوبه","Other","Trad. Persian Med. Pl. Database (Rahimi et al., 2018)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=%D8%B2%D8%B1%D8%AF%DA%86%D9%88%D8%A8%D9%87&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100202&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
447,"عروق الصّفر","Other","Trad. Persian Med. Pl. Database (Rahimi et al., 2018)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=%D8%B9%D8%B1%D9%88%D9%82+%D8%A7%D9%84%D8%B5%D9%91%D9%81%D8%B1&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100202&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
448,"مكرك","Other","Med. Pl. Used by Women in Mecca (Alqethami et al., 2017)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=%D9%85%D9%83%D8%B1%D9%83&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100273&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
449,"අත්-කහ","Other","Ayurvedic Med. Pl. of Sri Lanka (Samarasuriya et al., 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=%E0%B6%85%E0%B6%AD%E0%B7%8A-%E0%B6%9A%E0%B7%84&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100221&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
450,"කහ","Other","Ayurvedic Med. Pl. of Sri Lanka (Samarasuriya et al., 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=%E0%B6%9A%E0%B7%84&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100221&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
451,"ཡུང་བ།","Other","Materia Med. in Sowa Rigpa (Wangyal et al., 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=%E0%BD%A1%E0%BD%B4%E0%BD%84%E0%BC%8B%E0%BD%96%E0%BC%8D&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100247&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
452,"‫كركم‬","Other","National List of Med. Pl. in Palestine (Ali-Shtayeh et al., 2014)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=%E2%80%AB%D9%83%D8%B1%D9%83%D9%85%E2%80%AC&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100264&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
453,"ウコン","Other","Japanese Pharmacop., 16th edn. (2012)","Japanese Pharmacop., 17th edn. (2016-2019)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=%E3%82%A6%E3%82%B3%E3%83%B3&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8870&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=3800&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
454,"ウコン末","Other","Japanese Pharmacop., 16th edn. (2012)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=%E3%82%A6%E3%82%B3%E3%83%B3%E6%9C%AB&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8870&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
455,"乙金","Other","Med. Pl. Used by Indig. Taiwan (CCMP, 2003)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=%E4%B9%99%E9%87%91&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100388&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
456,"姜黄","Other","Med. Pl. Used by Maonan People in China (Hong et al., 2015)","Med. Pl. in China (WHO, 1997)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=%E5%A7%9C%E9%BB%84&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100196&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8354&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
457,"川鬱金","Other","Med. Pl. Used by Indig. Taiwan (CCMP, 2003)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=%E5%B7%9D%E9%AC%B1%E9%87%91&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100388&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
458,"綠絲鬱金","Other","Taiwan Herbal Pharmacop. 3rd Chinese ed. (MOHW, 2018)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=%E7%B6%A0%E7%B5%B2%E9%AC%B1%E9%87%91&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100237&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
459,"薑黃","Other","Hong Kong Chinese Materia Med. Standards (2014)","Med. Pl. in China (WHO, 1997)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=%E8%96%91%E9%BB%83&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8885&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8354&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
460,"郁金","Other","Polyglot Asian Med.: Chinese Subset (Stanley-Baker, 2022)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=%E9%83%81%E9%87%91&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100269&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
